nombre_punto_digital,eje,eje_id,hasta_11,hasta_11_femenino,hasta_11_masculino,hasta_11_x,de_12_a_20,de_12_a_20_femenino,de_12_a_20_masculino,de_12_a_20_x,de_21_a_65,de_21_a_65_femenino,de_21_a_65_masculino,de_21_a_65_x,desde_65,desde_65_femenino,desde_65_masculino,desde_65_x,Totales,provincia,categoria,subcategoria,cantidad_actividad
"Berisso I","Salud",19,4,2,2,0,0,0,0,0,4,2,2,0,0,0,0,0,8,"Buenos Aires","Salud","Uso terapéutico del espacio de entretenimiento",1
"Berisso I","Trámites",22,0,0,0,0,0,0,0,0,27,12,15,0,11,8,3,0,38,"Buenos Aires","Trámites Nacionales","Validación de identidad",1
"Berisso I","Ciudadanía y DD",25,4,3,1,0,41,16,25,0,81,38,43,0,0,0,0,0,126,"Buenos Aires","Comunidad","Otros",2
"Berisso I","Cultura y Entretenimiento",31,54,30,24,0,53,22,31,0,0,0,0,0,0,0,0,0,107,"Buenos Aires","Artes","Música",5
"Cañuelas","Alfabetización Digital",10,0,0,0,0,54,14,40,0,207,161,46,0,46,40,6,0,307,"Buenos Aires","Alfabetización Digital","Alfabetización Digital Inicial",5
"Cañuelas","Formación Laboral",13,0,0,0,0,11,3,8,0,181,49,131,1,0,0,0,0,192,"Buenos Aires","Oficios manuales","Otras",3
"Cañuelas","Educación",16,0,0,0,0,0,0,0,0,244,114,130,0,0,0,0,0,244,"Buenos Aires","Complementos de la educación formal","FINES",8
"Cañuelas","Trámites",22,0,0,0,0,93,45,48,0,210,115,95,0,121,50,71,0,424,"Buenos Aires","Trámites Municipales","MUNICIPIO",4
"Cañuelas","Cultura y Entretenimiento",31,60,9,51,0,246,58,188,0,46,9,37,0,4,1,3,0,356,"Buenos Aires","Uso Libre","Uso libre de la consola de videojuegos",2
"Carmen de Patagones","Educación",16,0,0,0,0,4,2,2,0,21,14,7,0,7,6,1,0,32,"Buenos Aires","Complementos de la educación formal","Talleres País Digital",2
"Carmen de Patagones","Trámites",22,0,0,0,0,0,0,0,0,3,2,1,0,7,4,3,0,10,"Buenos Aires","Trámites Nacionales","Validación de identidad",1
"Carmen de Patagones","Ciudadanía y DD",25,0,0,0,0,0,0,0,0,5,0,5,0,12,10,2,0,17,"Buenos Aires","Comunidad","Evento / Reunión",1
"Coronel Suárez I (Colonia Santa María)","Alfabetización Digital",10,0,0,0,0,0,0,0,0,17,14,3,0,39,29,10,0,56,"Buenos Aires","Tecnologías de la vida cotidiana","Uso del celular",6
"Coronel Suárez I (Colonia Santa María)","Educación",16,8,3,5,0,0,0,0,0,4,3,1,0,0,0,0,0,12,"Buenos Aires","Complementos de la educación formal","Apoyo escolar",1
"Coronel Suárez I (Colonia Santa María)","Trámites",22,0,0,0,0,16,6,10,0,123,91,32,0,28,14,13,1,167,"Buenos Aires","Trámites Nacionales","Otros",3
"Coronel Suárez I (Colonia Santa María)","Cultura y Entretenimiento",31,1,0,1,0,9,0,9,0,31,19,12,0,15,7,8,0,56,"Buenos Aires","Uso Libre","Navegación libre",3
"Coronel Suarez II (CTC)","Educación",16,0,0,0,0,0,0,0,0,15,2,13,0,0,0,0,0,15,"Buenos Aires","Complementos de la educación formal","Otros",1
"Coronel Suarez II (CTC)","Trámites",22,0,0,0,0,0,0,0,0,159,38,121,0,74,16,58,0,233,"Buenos Aires","Trámites Nacionales","Otros",3
"Coronel Suarez II (CTC)","Ciudadanía y DD",25,0,0,0,0,0,0,0,0,6,2,4,0,0,0,0,0,6,"Buenos Aires","Comunidad","Capacitación a agentes municipales",1
"General La Madrid","Salud",19,0,0,0,0,0,0,0,0,26,20,6,0,0,0,0,0,26,"Buenos Aires","Salud","Uso terapéutico del espacio de entretenimiento",1
"General La Madrid","Trámites",22,0,0,0,0,0,0,0,0,29,21,8,0,0,0,0,0,29,"Buenos Aires","Trámites Municipales","MUNICIPIO",4
"General La Madrid","Ciudadanía y DD",25,0,0,0,0,35,12,23,0,15,9,6,0,0,0,0,0,50,"Buenos Aires","Comunidad","Evento / Reunión",2
"General La Madrid","Cultura y Entretenimiento",31,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,"Buenos Aires","Uso Libre","Navegación libre",1
"General Las Heras","Formación Laboral",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Buenos Aires","Oficios manuales","Tejido, bordado, otros",1
"General Las Heras","Educación",16,17,2,15,0,64,40,24,0,158,143,15,0,1,1,0,0,240,"Buenos Aires","Complementos de la educación formal","Otros",7
"General Rodríguez","Salud",19,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,15,"Buenos Aires","Salud","Otros",1
"General Rodríguez","Cultura y Entretenimiento",31,12,6,6,0,12,6,6,0,0,0,0,0,0,0,0,0,24,"Buenos Aires","Artes","Música",2
"La Matanza II (Villa Palito)","Capacitaciones PPD",34,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,"Buenos Aires","Comunicación","",2
"La Matanza II (Villa Palito)","Trámites",22,0,0,0,0,4,3,1,0,19,7,12,0,1,1,0,0,24,"Buenos Aires","Trámites Nacionales","Validación de identidad",1
"Lanús I (Pupi)","Alfabetización Digital",10,0,0,0,0,68,28,40,0,83,46,37,0,0,0,0,0,151,"Buenos Aires","Alfabetización Digital","Paquete de Office o LibreOffice",2
"Lanús I (Pupi)","Formación Laboral",13,0,0,0,0,0,0,0,0,139,73,66,0,0,0,0,0,139,"Buenos Aires","Oficios manuales","Otras",1
"Lanús I (Pupi)","Educación",16,0,0,0,0,42,8,34,0,249,177,72,0,0,0,0,0,291,"Buenos Aires","Complementos de la educación formal","Otros",3
"Lanús I (Pupi)","Trámites",22,0,0,0,0,1,1,0,0,50,29,21,0,5,3,2,0,56,"Buenos Aires","Trámites Nacionales","MiArgentina",1
"Lanús I (Pupi)","Generos y Diversidades",28,160,83,77,0,0,0,0,0,192,192,0,0,0,0,0,0,352,"Buenos Aires","Maternidades y paternidades","",1
"Lanús I (Pupi)","Cultura y Entretenimiento",31,135,59,76,0,349,180,169,0,20,20,0,0,0,0,0,0,504,"Buenos Aires","Uso Libre","Navegación libre",2
"Laprida","Salud",19,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"Buenos Aires","Salud","Otros",1
"Laprida","Alfabetización Digital",10,13,6,7,0,0,0,0,0,72,59,13,0,50,47,3,0,135,"Buenos Aires","Alfabetización Digital","Alfabetización Digital Inicial",7
"Laprida","Formación Laboral",13,0,0,0,0,6,3,3,0,121,85,36,0,27,26,1,0,154,"Buenos Aires","Inserción al mundo laboral","Armado de CV",8
"Laprida","Salud",19,0,0,0,0,0,0,0,0,0,0,0,0,41,33,8,0,41,"Buenos Aires","Salud","Uso terapéutico del espacio de entretenimiento",1
"Laprida","Trámites",22,0,0,0,0,0,0,0,0,4,3,1,0,21,15,6,0,25,"Buenos Aires","Trámites Nacionales","Validación de identidad",1
